date,product_name,stock,price,day_of_week,is_weekend,demand
2026-01-18,Cooking Oil 5L,175,258,6,1,11
2026-01-18,Dal 1kg,269,208,6,1,18
2026-01-18,Salt 1kg,381,896,6,1,12
2026-01-18,Tea 500g,378,850,6,1,18
2026-01-18,Coffee 200g,171,232,6,1,11
2026-01-18,greenchilli-100g,63,956,6,1,20
2026-01-18,Redchilli-50g,328,731,6,1,14
2026-01-18,GaramMasala,73,848,6,1,14
2026-01-18,Curd-200g,295,589,6,1,17
2026-01-18,garlic100g,275,374,6,1,13
2026-01-18,ginger100g,466,53,6,1,20
2026-01-19,Rice 26kg,372,492,0,0,5
2026-01-19,Sugar,56,280,0,0,12
2026-01-19,Milk 1L,89,301,0,0,29
2026-01-19,Bread,177,282,0,0,9
2026-01-19,Eggs 12pk,124,752,0,0,11
2026-01-19,Cooking Oil 5L,260,107,0,0,2
2026-01-19,Dal 1kg,415,670,0,0,13
2026-01-19,Salt 1kg,408,78,0,0,10
2026-01-19,Tea 500g,397,773,0,0,6
2026-01-19,Coffee 200g,432,868,0,0,13
2026-01-19,greenchilli-100g,192,493,0,0,19
2026-01-19,Redchilli-50g,127,977,0,0,7
2026-01-19,GaramMasala,167,597,0,0,7
2026-01-19,Curd-200g,34,809,0,0,9
2026-01-19,garlic100g,297,208,0,0,14
2026-01-19,ginger100g,237,168,0,0,18
2026-01-20,Rice 26kg,47,181,1,0,4
2026-01-20,Sugar,28,990,1,0,21
2026-01-20,Milk 1L,276,80,1,0,18
2026-01-20,Bread,15,161,1,0,13
2026-01-20,Eggs 12pk,322,714,1,0,19
2026-01-20,Cooking Oil 5L,492,816,1,0,1
2026-01-20,Dal 1kg,317,831,1,0,13
2026-01-20,Salt 1kg,274,191,1,0,4
2026-01-20,Tea 500g,494,205,1,0,14
2026-01-20,Coffee 200g,487,619,1,0,5
2026-01-20,greenchilli-100g,175,809,1,0,25
2026-01-20,Redchilli-50g,147,936,1,0,6
2026-01-20,GaramMasala,442,997,1,0,7
2026-01-20,Curd-200g,277,478,1,0,19
2026-01-20,garlic100g,23,326,1,0,11
2026-01-20,ginger100g,497,373,1,0,16
2026-01-21,Rice 26kg,402,476,2,0,4
2026-01-21,Sugar,348,583,2,0,9
2026-01-21,Milk 1L,238,171,2,0,12
2026-01-21,Bread,417,311,2,0,7
2026-01-21,Eggs 12pk,179,308,2,0,25
2026-01-21,Cooking Oil 5L,494,607,2,0,3
2026-01-21,Dal 1kg,244,414,2,0,12
2026-01-21,Salt 1kg,307,676,2,0,7
2026-01-21,Tea 500g,11,550,2,0,7
2026-01-21,Coffee 200g,451,180,2,0,8
2026-01-21,greenchilli-100g,231,428,2,0,21
2026-01-21,Redchilli-50g,65,526,2,0,5
2026-01-21,GaramMasala,105,181,2,0,5
2026-01-21,Curd-200g,443,488,2,0,13
2026-01-21,garlic100g,185,836,2,0,15
2026-01-21,ginger100g,154,823,2,0,11
2026-01-22,Rice 26kg,75,842,3,0,3
2026-01-22,Sugar,216,76,3,0,15
2026-01-22,Milk 1L,65,917,3,0,13
2026-01-22,Bread,123,182,3,0,18
2026-01-22,Eggs 12pk,313,514,3,0,11
2026-01-22,Cooking Oil 5L,309,224,3,0,2
2026-01-22,Dal 1kg,338,358,3,0,14
2026-01-22,Salt 1kg,132,911,3,0,9
2026-01-22,Tea 500g,289,135,3,0,10
2026-01-22,Coffee 200g,251,469,3,0,7
2026-01-22,greenchilli-100g,257,790,3,0,20
2026-01-22,Redchilli-50g,22,232,3,0,8
2026-01-22,GaramMasala,223,478,3,0,7
2026-01-22,Curd-200g,230,167,3,0,13
2026-01-22,garlic100g,157,170,3,0,13
2026-01-22,ginger100g,213,636,3,0,12
2026-01-23,Rice 26kg,322,734,4,0,4
2026-01-23,Sugar,67,336,4,0,13
2026-01-23,Milk 1L,260,249,4,0,29
2026-01-23,Bread,151,336,4,0,14
2026-01-23,Eggs 12pk,294,727,4,0,22
2026-01-23,Cooking Oil 5L,40,144,4,0,3
2026-01-23,Dal 1kg,257,893,4,0,16
2026-01-23,Salt 1kg,215,858,4,0,10
2026-01-23,Tea 500g,60,194,4,0,7
2026-01-23,Coffee 200g,224,194,4,0,10
2026-01-23,greenchilli-100g,224,129,4,0,20
2026-01-23,Redchilli-50g,161,79,4,0,12
2026-01-23,GaramMasala,65,528,4,0,10
2026-01-23,Curd-200g,142,765,4,0,9
2026-01-23,garlic100g,337,952,4,0,19
2026-01-23,ginger100g,154,928,4,0,9
2026-01-24,Rice 26kg,217,621,5,1,8
2026-01-24,Sugar,485,892,5,1,11
2026-01-24,Milk 1L,455,344,5,1,33
2026-01-24,Bread,98,384,5,1,22
2026-01-24,Eggs 12pk,467,977,5,1,22
2026-01-24,Cooking Oil 5L,472,290,5,1,9
2026-01-24,Dal 1kg,256,377,5,1,21
2026-01-24,Salt 1kg,270,907,5,1,13
2026-01-24,Tea 500g,105,187,5,1,16
2026-01-24,Coffee 200g,42,380,5,1,17
2026-01-24,greenchilli-100g,373,665,5,1,20
2026-01-24,Redchilli-50g,375,456,5,1,10
2026-01-24,GaramMasala,370,627,5,1,14
2026-01-24,Curd-200g,227,564,5,1,16
2026-01-24,garlic100g,439,778,5,1,10
2026-01-24,ginger100g,238,253,5,1,17
2026-01-25,Rice 26kg,177,412,6,1,10
2026-01-25,Sugar,357,319,6,1,19
2026-01-25,Milk 1L,236,818,6,1,30
2026-01-25,Bread,223,993,6,1,19
2026-01-25,Eggs 12pk,413,614,6,1,16
2026-01-25,Cooking Oil 5L,422,906,6,1,5
2026-01-25,Dal 1kg,136,363,6,1,18
2026-01-25,Salt 1kg,444,143,6,1,12
2026-01-25,Tea 500g,281,979,6,1,18
2026-01-25,Coffee 200g,104,75,6,1,12
2026-01-25,greenchilli-100g,475,386,6,1,26
2026-01-25,Redchilli-50g,294,627,6,1,14
2026-01-25,GaramMasala,274,672,6,1,10
2026-01-25,Curd-200g,307,58,6,1,14
2026-01-25,garlic100g,377,108,6,1,17
2026-01-25,ginger100g,329,955,6,1,17
2026-01-26,Rice 26kg,269,761,0,0,5
2026-01-26,Sugar,430,835,0,0,23
2026-01-26,Milk 1L,286,559,0,0,21
2026-01-26,Bread,360,288,0,0,11
2026-01-26,Eggs 12pk,468,355,0,0,10
2026-01-26,Cooking Oil 5L,482,473,0,0,2
2026-01-26,Dal 1kg,25,101,0,0,7
2026-01-26,Salt 1kg,413,129,0,0,6
2026-01-26,Tea 500g,181,467,0,0,16
2026-01-26,Coffee 200g,370,818,0,0,7
2026-01-26,greenchilli-100g,210,614,0,0,12
2026-01-26,Redchilli-50g,50,987,0,0,7
2026-01-26,GaramMasala,466,555,0,0,6
2026-01-26,Curd-200g,453,456,0,0,11
2026-01-26,garlic100g,352,970,0,0,12
2026-01-26,ginger100g,136,94,0,0,10
2026-01-27,Rice 26kg,90,440,1,0,4
2026-01-27,Sugar,221,834,1,0,23
2026-01-27,Milk 1L,168,145,1,0,12
2026-01-27,Bread,371,915,1,0,15
2026-01-27,Eggs 12pk,437,785,1,0,10
2026-01-27,Cooking Oil 5L,115,187,1,0,1
2026-01-27,Dal 1kg,154,931,1,0,12
2026-01-27,Salt 1kg,73,981,1,0,9
2026-01-27,Tea 500g,136,611,1,0,10
2026-01-27,Coffee 200g,364,516,1,0,9
2026-01-27,greenchilli-100g,128,772,1,0,16
2026-01-27,Redchilli-50g,451,475,1,0,7
2026-01-27,GaramMasala,440,692,1,0,7
2026-01-27,Curd-200g,118,703,1,0,19
2026-01-27,garlic100g,88,935,1,0,20
2026-01-27,ginger100g,319,286,1,0,16
2026-01-28,Rice 26kg,279,152,2,0,5
2026-01-28,Sugar,396,350,2,0,15
2026-01-28,Milk 1L,272,900,2,0,27
2026-01-28,Bread,361,332,2,0,13
2026-01-28,Eggs 12pk,347,460,2,0,12
2026-01-28,Cooking Oil 5L,318,532,2,0,4
2026-01-28,Dal 1kg,70,848,2,0,10
2026-01-28,Salt 1kg,225,760,2,0,6
2026-01-28,Tea 500g,183,426,2,0,9
2026-01-28,Coffee 200g,289,738,2,0,5
2026-01-28,greenchilli-100g,400,296,2,0,24
2026-01-28,Redchilli-50g,401,404,2,0,8
2026-01-28,GaramMasala,143,109,2,0,4
2026-01-28,Curd-200g,254,433,2,0,12
2026-01-28,garlic100g,213,483,2,0,11
2026-01-28,ginger100g,78,565,2,0,16
2026-01-29,Rice 26kg,372,605,3,0,4
2026-01-29,Sugar,37,79,3,0,15
2026-01-29,Milk 1L,366,853,3,0,20
2026-01-29,Bread,197,580,3,0,15
2026-01-29,Eggs 12pk,381,447,3,0,23
2026-01-29,Cooking Oil 5L,221,750,3,0,4
2026-01-29,Dal 1kg,343,533,3,0,13
2026-01-29,Salt 1kg,34,255,3,0,7
2026-01-29,Tea 500g,429,672,3,0,14
2026-01-29,Coffee 200g,95,929,3,0,6
2026-01-29,greenchilli-100g,26,673,3,0,23
2026-01-29,Redchilli-50g,313,451,3,0,11
2026-01-29,GaramMasala,291,294,3,0,6
2026-01-29,Curd-200g,37,891,3,0,10
2026-01-29,garlic100g,71,210,3,0,17
2026-01-29,ginger100g,483,744,3,0,13
2026-01-30,Rice 26kg,224,861,4,0,2
2026-01-30,Sugar,211,721,4,0,9
2026-01-30,Milk 1L,196,216,4,0,26
2026-01-30,Bread,327,394,4,0,8
2026-01-30,Eggs 12pk,25,74,4,0,21
2026-01-30,Cooking Oil 5L,447,618,4,0,8
2026-01-30,Dal 1kg,473,98,4,0,13
2026-01-30,Salt 1kg,401,520,4,0,12
2026-01-30,Tea 500g,370,588,4,0,7
2026-01-30,Coffee 200g,248,124,4,0,9
2026-01-30,greenchilli-100g,415,815,4,0,22
2026-01-30,Redchilli-50g,357,456,4,0,8
2026-01-30,GaramMasala,208,747,4,0,6
2026-01-30,Curd-200g,272,871,4,0,11
2026-01-30,garlic100g,101,945,4,0,9
2026-01-30,ginger100g,339,648,4,0,15
2026-01-31,Rice 26kg,12,772,5,1,6
2026-01-31,Sugar,69,577,5,1,15
2026-01-31,Milk 1L,29,178,5,1,14
2026-01-31,Bread,453,685,5,1,20
2026-01-31,Eggs 12pk,401,742,5,1,28
2026-01-31,Cooking Oil 5L,345,52,5,1,8
2026-01-31,Dal 1kg,284,505,5,1,19
2026-01-31,Salt 1kg,347,987,5,1,13
2026-01-31,Tea 500g,79,509,5,1,17
2026-01-31,Coffee 200g,408,151,5,1,16
2026-01-31,greenchilli-100g,364,380,5,1,26
2026-01-31,Redchilli-50g,85,505,5,1,20
2026-01-31,GaramMasala,185,553,5,1,9
2026-01-31,Curd-200g,179,655,5,1,20
2026-01-31,garlic100g,397,702,5,1,18
2026-01-31,ginger100g,278,493,5,1,17
2026-02-01,Rice 26kg,239,559,6,1,8
2026-02-01,Sugar,339,593,6,1,26
2026-02-01,Milk 1L,366,733,6,1,19
2026-02-01,Bread,150,724,6,1,22
2026-02-01,Eggs 12pk,461,268,6,1,24
2026-02-01,Cooking Oil 5L,64,592,6,1,11
2026-02-01,Dal 1kg,155,850,6,1,11
2026-02-01,Salt 1kg,377,368,6,1,14
2026-02-01,Tea 500g,434,189,6,1,7
2026-02-01,Coffee 200g,450,405,6,1,16
2026-02-01,greenchilli-100g,275,92,6,1,28
2026-02-01,Redchilli-50g,321,645,6,1,9
2026-02-01,GaramMasala,37,605,6,1,11
2026-02-01,Curd-200g,445,604,6,1,19
2026-02-01,garlic100g,493,418,6,1,13
2026-02-01,ginger100g,430,160,6,1,19
2026-02-02,Rice 26kg,374,659,0,0,3
2026-02-02,Sugar,64,767,0,0,16
2026-02-02,Milk 1L,245,736,0,0,28
2026-02-02,Bread,273,437,0,0,16
2026-02-02,Eggs 12pk,103,738,0,0,18
2026-02-02,Cooking Oil 5L,298,705,0,0,4
2026-02-02,Dal 1kg,435,317,0,0,11
2026-02-02,Salt 1kg,496,297,0,0,4
2026-02-02,Tea 500g,267,923,0,0,13
2026-02-02,Coffee 200g,71,834,0,0,10
2026-02-02,greenchilli-100g,458,835,0,0,16
2026-02-02,Redchilli-50g,378,868,0,0,9
2026-02-02,GaramMasala,96,64,0,0,4
2026-02-02,Curd-200g,223,92,0,0,18
2026-02-02,garlic100g,444,510,0,0,10
2026-02-02,ginger100g,261,273,0,0,8
2026-02-03,Rice 26kg,150,873,1,0,4
2026-02-03,Sugar,54,854,1,0,16
2026-02-03,Milk 1L,334,666,1,0,27
2026-02-03,Bread,413,495,1,0,14
2026-02-03,Eggs 12pk,391,907,1,0,20
2026-02-03,Cooking Oil 5L,78,882,1,0,5
2026-02-03,Dal 1kg,32,488,1,0,9
2026-02-03,Salt 1kg,55,712,1,0,8
2026-02-03,Tea 500g,108,955,1,0,13
2026-02-03,Coffee 200g,414,500,1,0,8
2026-02-03,greenchilli-100g,58,627,1,0,25
2026-02-03,Redchilli-50g,14,468,1,0,9
2026-02-03,GaramMasala,227,695,1,0,5
2026-02-03,Curd-200g,356,736,1,0,12
2026-02-03,garlic100g,351,673,1,0,10
2026-02-03,ginger100g,232,199,1,0,9
2026-02-04,Rice 26kg,147,59,2,0,3
2026-02-04,Sugar,422,436,2,0,19
2026-02-04,Milk 1L,293,646,2,0,17
2026-02-04,Bread,75,222,2,0,18
2026-02-04,Eggs 12pk,422,302,2,0,25
2026-02-04,Cooking Oil 5L,419,736,2,0,7
2026-02-04,Dal 1kg,490,183,2,0,13
2026-02-04,Salt 1kg,488,663,2,0,7
2026-02-04,Tea 500g,470,84,2,0,12
2026-02-04,Coffee 200g,127,129,2,0,5
2026-02-04,greenchilli-100g,310,685,2,0,23
2026-02-04,Redchilli-50g,170,178,2,0,5
2026-02-04,GaramMasala,353,242,2,0,6
2026-02-04,Curd-200g,79,972,2,0,9
2026-02-04,garlic100g,196,532,2,0,14
2026-02-04,ginger100g,24,809,2,0,6
2026-02-05,Rice 26kg,385,179,3,0,3
2026-02-05,Sugar,214,362,3,0,13
2026-02-05,Milk 1L,411,355,3,0,27
2026-02-05,Bread,225,211,3,0,15
2026-02-05,Eggs 12pk,413,516,3,0,22
2026-02-05,Cooking Oil 5L,406,477,3,0,7
2026-02-05,Dal 1kg,227,124,3,0,11
2026-02-05,Salt 1kg,430,328,3,0,10
2026-02-05,Tea 500g,159,699,3,0,11
2026-02-05,Coffee 200g,43,493,3,0,5
2026-02-05,greenchilli-100g,425,64,3,0,25
2026-02-05,Redchilli-50g,56,554,3,0,7
2026-02-05,GaramMasala,223,557,3,0,6
2026-02-05,Curd-200g,364,292,3,0,13
2026-02-05,garlic100g,49,951,3,0,6
2026-02-05,ginger100g,363,405,3,0,12
2026-02-06,Rice 26kg,379,699,4,0,6
2026-02-06,Sugar,73,535,4,0,22
2026-02-06,Milk 1L,494,456,4,0,19
2026-02-06,Bread,310,657,4,0,15
2026-02-06,Eggs 12pk,214,245,4,0,8
2026-02-06,Cooking Oil 5L,352,318,4,0,5
2026-02-06,Dal 1kg,126,304,4,0,16
2026-02-06,Salt 1kg,197,291,4,0,5
2026-02-06,Tea 500g,435,230,4,0,8
2026-02-06,Coffee 200g,248,481,4,0,5
2026-02-06,greenchilli-100g,39,154,4,0,12
2026-02-06,Redchilli-50g,154,171,4,0,11
2026-02-06,GaramMasala,215,263,4,0,5
2026-02-06,Curd-200g,165,532,4,0,16
2026-02-06,garlic100g,375,588,4,0,15
2026-02-06,ginger100g,268,915,4,0,15
2026-02-07,Rice 26kg,120,403,5,1,10
2026-02-07,Sugar,81,339,5,1,20
2026-02-07,Milk 1L,435,288,5,1,18
2026-02-07,Bread,205,395,5,1,23
2026-02-07,Eggs 12pk,205,349,5,1,26
2026-02-07,Cooking Oil 5L,27,132,5,1,8
2026-02-07,Dal 1kg,425,632,5,1,13
2026-02-07,Salt 1kg,367,471,5,1,9
2026-02-07,Tea 500g,247,974,5,1,11
2026-02-07,Coffee 200g,31,587,5,1,13
2026-02-07,greenchilli-100g,75,437,5,1,29
2026-02-07,Redchilli-50g,158,670,5,1,11
2026-02-07,GaramMasala,231,184,5,1,9
2026-02-07,Curd-200g,286,433,5,1,14
2026-02-07,garlic100g,163,713,5,1,16
2026-02-07,ginger100g,363,544,5,1,22
2026-02-08,Rice 26kg,459,386,6,1,10
2026-02-08,Sugar,43,943,6,1,25
2026-02-08,Milk 1L,138,522,6,1,21
2026-02-08,Bread,150,771,6,1,23
2026-02-08,Eggs 12pk,175,607,6,1,26
2026-02-08,Cooking Oil 5L,70,155,6,1,9
2026-02-08,Dal 1kg,23,105,6,1,13
2026-02-08,Salt 1kg,435,801,6,1,19
2026-02-08,Tea 500g,363,424,6,1,16
2026-02-08,Coffee 200g,142,503,6,1,12
2026-02-08,greenchilli-100g,172,496,6,1,21
2026-02-08,Redchilli-50g,329,947,6,1,12
2026-02-08,GaramMasala,484,783,6,1,10
2026-02-08,Curd-200g,23,421,6,1,25
2026-02-08,garlic100g,461,507,6,1,10
2026-02-08,ginger100g,214,773,6,1,22
2026-02-09,Rice 26kg,48,452,0,0,3
2026-02-09,Sugar,476,487,0,0,12
2026-02-09,Milk 1L,320,541,0,0,21
2026-02-09,Bread,123,906,0,0,15
2026-02-09,Eggs 12pk,300,818,0,0,23
2026-02-09,Cooking Oil 5L,144,861,0,0,6
2026-02-09,Dal 1kg,278,912,0,0,12
2026-02-09,Salt 1kg,73,415,0,0,8
2026-02-09,Tea 500g,238,889,0,0,8
2026-02-09,Coffee 200g,264,929,0,0,5
2026-02-09,greenchilli-100g,104,320,0,0,14
2026-02-09,Redchilli-50g,313,711,0,0,7
2026-02-09,GaramMasala,378,228,0,0,3
2026-02-09,Curd-200g,358,142,0,0,16
2026-02-09,garlic100g,108,293,0,0,13
2026-02-09,ginger100g,187,197,0,0,17
2026-02-10,Rice 26kg,359,745,1,0,6
2026-02-10,Sugar,298,153,1,0,10
2026-02-10,Milk 1L,209,998,1,0,27
2026-02-10,Bread,276,115,1,0,20
2026-02-10,Eggs 12pk,200,332,1,0,24
2026-02-10,Cooking Oil 5L,369,986,1,0,5
2026-02-10,Dal 1kg,119,621,1,0,14
2026-02-10,Salt 1kg,438,775,1,0,8
2026-02-10,Tea 500g,81,471,1,0,7
2026-02-10,Coffee 200g,440,781,1,0,7
2026-02-10,greenchilli-100g,53,473,1,0,26
2026-02-10,Redchilli-50g,402,956,1,0,6
2026-02-10,GaramMasala,267,827,1,0,5
2026-02-10,Curd-200g,378,828,1,0,17
2026-02-10,garlic100g,481,912,1,0,12
2026-02-10,ginger100g,343,509,1,0,9
2026-02-11,Rice 26kg,127,320,2,0,2
2026-02-11,Sugar,147,192,2,0,13
2026-02-11,Milk 1L,335,671,2,0,23
2026-02-11,Bread,208,469,2,0,19
2026-02-11,Eggs 12pk,92,272,2,0,16
2026-02-11,Cooking Oil 5L,400,881,2,0,3
2026-02-11,Dal 1kg,16,761,2,0,15
2026-02-11,Salt 1kg,182,781,2,0,6
2026-02-11,Tea 500g,320,969,2,0,11
2026-02-11,Coffee 200g,67,155,2,0,6
2026-02-11,greenchilli-100g,174,695,2,0,10
2026-02-11,Redchilli-50g,419,507,2,0,6
2026-02-11,GaramMasala,244,192,2,0,9
2026-02-11,Curd-200g,39,100,2,0,15
2026-02-11,garlic100g,218,537,2,0,7
2026-02-11,ginger100g,324,931,2,0,7
2026-02-12,Rice 26kg,92,878,3,0,5
2026-02-12,Sugar,13,952,3,0,18
2026-02-12,Milk 1L,112,564,3,0,27
2026-02-12,Bread,440,163,3,0,9
2026-02-12,Eggs 12pk,214,54,3,0,23
2026-02-12,Cooking Oil 5L,250,479,3,0,5
2026-02-12,Dal 1kg,51,806,3,0,8
2026-02-12,Salt 1kg,99,229,3,0,8
2026-02-12,Tea 500g,258,453,3,0,5
2026-02-12,Coffee 200g,269,537,3,0,7
2026-02-12,greenchilli-100g,98,509,3,0,21
2026-02-12,Redchilli-50g,390,831,3,0,11
2026-02-12,GaramMasala,181,256,3,0,6
2026-02-12,Curd-200g,186,682,3,0,11
2026-02-12,garlic100g,439,95,3,0,10
2026-02-12,ginger100g,218,568,3,0,10
2026-02-13,Rice 26kg,342,271,4,0,3
2026-02-13,Sugar,222,417,4,0,16
2026-02-13,Milk 1L,354,189,4,0,31
2026-02-13,Bread,62,94,4,0,11
2026-02-13,Eggs 12pk,483,536,4,0,10
2026-02-13,Cooking Oil 5L,290,105,4,0,5
2026-02-13,Dal 1kg,172,787,4,0,15
2026-02-13,Salt 1kg,296,917,4,0,11
2026-02-13,Tea 500g,459,777,4,0,16
2026-02-13,Coffee 200g,345,219,4,0,11
2026-02-13,greenchilli-100g,125,618,4,0,18
2026-02-13,Redchilli-50g,473,832,4,0,8
2026-02-13,GaramMasala,42,622,4,0,7
2026-02-13,Curd-200g,198,113,4,0,14
2026-02-13,garlic100g,182,693,4,0,9
2026-02-13,ginger100g,70,962,4,0,16
2026-02-14,Rice 26kg,437,284,5,1,10
2026-02-14,Sugar,382,546,5,1,12
2026-02-14,Milk 1L,294,856,5,1,13
2026-02-14,Bread,494,641,5,1,24
2026-02-14,Eggs 12pk,69,460,5,1,25
2026-02-14,Cooking Oil 5L,430,641,5,1,6
2026-02-14,Dal 1kg,498,188,5,1,19
2026-02-14,Salt 1kg,407,251,5,1,11
2026-02-14,Tea 500g,106,770,5,1,12
2026-02-14,Coffee 200g,96,981,5,1,10
2026-02-14,greenchilli-100g,59,846,5,1,24
2026-02-14,Redchilli-50g,380,852,5,1,16
2026-02-14,GaramMasala,136,108,5,1,12
2026-02-14,Curd-200g,388,504,5,1,16
2026-02-14,garlic100g,199,236,5,1,22
2026-02-14,ginger100g,346,642,5,1,10
2026-02-15,Rice 26kg,195,188,6,1,9
2026-02-15,Sugar,449,445,6,1,22
2026-02-15,Milk 1L,288,941,6,1,32
2026-02-15,Bread,466,667,6,1,20
2026-02-15,Eggs 12pk,446,883,6,1,30
2026-02-15,Cooking Oil 5L,22,982,6,1,10
2026-02-15,Dal 1kg,419,559,6,1,16
2026-02-15,Salt 1kg,10,327,6,1,15
2026-02-15,Tea 500g,491,414,6,1,15
2026-02-15,Coffee 200g,25,366,6,1,7
2026-02-15,greenchilli-100g,260,220,6,1,12
2026-02-15,Redchilli-50g,111,313,6,1,16
2026-02-15,GaramMasala,179,183,6,1,13
2026-02-15,Curd-200g,34,891,6,1,21
2026-02-15,garlic100g,343,727,6,1,15
2026-02-15,ginger100g,46,984,6,1,19
2026-02-16,Rice 26kg,448,117,0,0,4
2026-02-16,Sugar,494,287,0,0,12
2026-02-16,Milk 1L,276,606,0,0,21
2026-02-16,Bread,50,776,0,0,17
2026-02-16,Eggs 12pk,360,874,0,0,20
2026-02-16,Cooking Oil 5L,398,402,0,0,1
2026-02-16,Dal 1kg,407,114,0,0,16
2026-02-16,Salt 1kg,269,372,0,0,11
2026-02-16,Tea 500g,92,195,0,0,6
2026-02-16,Coffee 200g,465,750,0,0,13
2026-02-16,greenchilli-100g,47,605,0,0,25
2026-02-16,Redchilli-50g,459,358,0,0,4
2026-02-16,GaramMasala,163,1000,0,0,8
2026-02-16,Curd-200g,349,698,0,0,18
2026-02-16,garlic100g,254,618,0,0,14
2026-02-16,ginger100g,138,742,0,0,15
2026-02-17,Rice 26kg,31,839,1,0,2
2026-02-17,Sugar,46,924,1,0,22
2026-02-17,Milk 1L,354,686,1,0,18
2026-02-17,Bread,263,999,1,0,12
2026-02-17,Eggs 12pk,30,67,1,0,9
2026-02-17,Cooking Oil 5L,359,191,1,0,5
2026-02-17,Dal 1kg,250,636,1,0,7
2026-02-17,Salt 1kg,324,763,1,0,6
2026-02-17,Tea 500g,140,577,1,0,9
2026-02-17,Coffee 200g,450,540,1,0,9
2026-02-17,greenchilli-100g,170,419,1,0,28
2026-02-17,Redchilli-50g,66,615,1,0,5
2026-02-17,GaramMasala,123,446,1,0,7
2026-02-17,Curd-200g,450,875,1,0,18
2026-02-17,garlic100g,286,176,1,0,10
2026-02-17,ginger100g,379,880,1,0,7
2026-02-18,Rice 26kg,357,382,2,0,2
2026-02-18,Sugar,465,963,2,0,12
2026-02-18,Milk 1L,194,444,2,0,17
2026-02-18,Bread,278,663,2,0,18
2026-02-18,Eggs 12pk,29,599,2,0,22
2026-02-18,Cooking Oil 5L,92,162,2,0,1
2026-02-18,Dal 1kg,195,152,2,0,16
2026-02-18,Salt 1kg,421,863,2,0,8
2026-02-18,Tea 500g,55,863,2,0,12
2026-02-18,Coffee 200g,117,701,2,0,8
2026-02-18,greenchilli-100g,42,593,2,0,25
2026-02-18,Redchilli-50g,53,664,2,0,10
2026-02-18,GaramMasala,345,784,2,0,1
2026-02-18,Curd-200g,389,588,2,0,8
2026-02-18,garlic100g,34,209,2,0,8
2026-02-18,ginger100g,349,971,2,0,5
2026-02-19,Rice 26kg,171,560,3,0,5
2026-02-19,Sugar,128,721,3,0,16
2026-02-19,Milk 1L,435,940,3,0,24
2026-02-19,Bread,37,51,3,0,9
2026-02-19,Eggs 12pk,405,592,3,0,20
2026-02-19,Cooking Oil 5L,428,801,3,0,7
2026-02-19,Dal 1kg,377,502,3,0,7
2026-02-19,Salt 1kg,462,390,3,0,11
2026-02-19,Tea 500g,488,183,3,0,12
2026-02-19,Coffee 200g,334,260,3,0,9
2026-02-19,greenchilli-100g,155,223,3,0,24
2026-02-19,Redchilli-50g,64,621,3,0,11
2026-02-19,GaramMasala,485,726,3,0,7
2026-02-19,Curd-200g,480,819,3,0,9
2026-02-19,garlic100g,156,174,3,0,16
2026-02-19,ginger100g,145,983,3,0,6
2026-02-20,Rice 26kg,164,170,4,0,3
2026-02-20,Sugar,302,858,4,0,13
2026-02-20,Milk 1L,393,745,4,0,24
2026-02-20,Bread,89,695,4,0,21
2026-02-20,Eggs 12pk,473,445,4,0,11
2026-02-20,Cooking Oil 5L,211,937,4,0,7
2026-02-20,Dal 1kg,432,941,4,0,11
2026-02-20,Salt 1kg,86,54,4,0,6
2026-02-20,Tea 500g,416,977,4,0,7
2026-02-20,Coffee 200g,487,75,4,0,8
2026-02-20,greenchilli-100g,257,421,4,0,11
2026-02-20,Redchilli-50g,196,399,4,0,9
2026-02-20,GaramMasala,471,898,4,0,9
2026-02-20,Curd-200g,103,295,4,0,13
2026-02-20,garlic100g,99,117,4,0,15
2026-02-20,ginger100g,24,432,4,0,9
2026-02-21,Rice 26kg,155,550,5,1,10
2026-02-21,Sugar,437,553,5,1,14
2026-02-21,Milk 1L,141,265,5,1,34
2026-02-21,Bread,270,207,5,1,8
2026-02-21,Eggs 12pk,39,302,5,1,19
2026-02-21,Cooking Oil 5L,449,689,5,1,10
2026-02-21,Dal 1kg,229,369,5,1,20
2026-02-21,Salt 1kg,229,180,5,1,11
2026-02-21,Tea 500g,368,286,5,1,18
2026-02-21,Coffee 200g,476,369,5,1,10
2026-02-21,greenchilli-100g,400,314,5,1,22
2026-02-21,Redchilli-50g,340,184,5,1,10
2026-02-21,GaramMasala,449,748,5,1,9
2026-02-21,Curd-200g,231,754,5,1,16
2026-02-21,garlic100g,171,706,5,1,22
2026-02-21,ginger100g,189,108,5,1,22
2026-02-22,Rice 26kg,379,940,6,1,6
2026-02-22,Sugar,189,901,6,1,20
2026-02-22,Milk 1L,277,730,6,1,23
2026-02-22,Bread,459,525,6,1,14
2026-02-22,Eggs 12pk,267,372,6,1,22
2026-02-22,Cooking Oil 5L,177,771,6,1,8
2026-02-22,Dal 1kg,434,645,6,1,17
2026-02-22,Salt 1kg,420,976,6,1,14
2026-02-22,Tea 500g,242,133,6,1,20
2026-02-22,Coffee 200g,305,359,6,1,16
2026-02-22,greenchilli-100g,99,320,6,1,12
2026-02-22,Redchilli-50g,406,475,6,1,12
2026-02-22,GaramMasala,51,592,6,1,6
2026-02-22,Curd-200g,99,601,6,1,19
2026-02-22,garlic100g,120,164,6,1,20
2026-02-22,ginger100g,25,74,6,1,22
